fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.20,0.23,0.39,14.20,0.06,49.00,192.00,1.00,2.98,0.48,9.00,7.00
7.20,0.23,0.39,14.20,0.06,49.00,192.00,1.00,2.98,0.48,9.00,7.00
7.20,0.23,0.39,14.20,0.06,49.00,192.00,1.00,2.98,0.48,9.00,7.00
5.90,0.15,0.31,5.80,0.04,53.00,155.00,0.99,3.52,0.46,10.50,6.00
7.40,0.28,0.42,19.80,0.07,53.00,195.00,1.00,2.96,0.44,9.10,5.00
6.20,0.28,0.22,7.30,0.04,26.00,157.00,1.00,3.44,0.64,9.80,7.00
9.10,0.59,0.38,1.60,0.07,34.00,182.00,1.00,3.23,0.38,8.50,3.00
6.30,0.33,0.27,1.20,0.05,34.00,175.00,0.99,3.37,0.54,9.40,6.00
8.30,0.39,0.70,10.60,0.05,33.00,169.00,1.00,3.09,0.57,9.40,5.00
7.20,0.19,0.46,3.80,0.04,82.00,187.00,0.99,3.19,0.60,11.20,7.00
7.50,0.17,0.44,11.30,0.05,65.00,146.00,1.00,3.17,0.45,10.00,6.00
6.70,0.17,0.50,2.10,0.04,27.00,122.00,0.99,3.15,0.45,10.30,6.00
6.10,0.41,0.00,1.60,0.06,36.00,87.00,0.99,3.27,0.67,10.80,6.00
8.30,0.20,0.35,0.90,0.05,12.00,74.00,0.99,3.13,0.38,10.50,6.00
6.10,0.41,0.00,1.60,0.06,36.00,87.00,0.99,3.27,0.67,10.80,6.00
6.00,0.29,0.21,1.30,0.06,42.00,168.00,0.99,3.32,0.43,11.10,6.00
7.30,0.41,0.24,6.80,0.06,41.00,163.00,0.99,3.20,0.41,9.90,6.00
7.30,0.41,0.24,6.80,0.06,41.00,163.00,0.99,3.20,0.41,9.90,6.00
7.20,0.43,0.24,6.70,0.06,40.00,163.00,1.00,3.20,0.41,9.90,5.00
7.30,0.40,0.24,6.70,0.06,41.00,166.00,1.00,3.20,0.41,9.90,6.00
6.20,0.33,0.27,4.90,0.04,30.00,134.00,0.99,3.20,0.42,10.40,7.00
6.20,0.31,0.26,4.80,0.04,36.00,148.00,0.99,3.21,0.41,10.40,6.00
6.10,0.36,0.27,2.10,0.04,16.00,100.00,0.99,3.40,0.71,11.50,7.00
5.00,0.55,0.14,8.30,0.03,35.00,164.00,0.99,3.53,0.51,12.50,8.00
7.80,0.25,0.41,3.70,0.04,37.00,149.00,1.00,3.36,0.45,10.00,6.00
5.70,0.36,0.21,6.70,0.04,51.00,166.00,0.99,3.29,0.63,10.00,6.00
5.80,0.34,0.21,6.60,0.04,50.00,167.00,0.99,3.29,0.62,10.00,5.00
6.80,0.28,0.60,1.10,0.13,42.00,127.00,0.99,3.09,0.44,9.10,6.00
6.80,0.25,0.34,4.70,0.03,34.00,134.00,0.99,3.21,0.38,10.60,6.00
6.60,0.24,0.35,7.70,0.03,36.00,135.00,0.99,3.19,0.37,10.50,5.00
5.90,0.30,0.47,7.85,0.03,19.00,133.00,0.99,3.52,0.43,11.50,7.00
6.10,0.13,0.25,3.30,0.04,10.00,69.00,0.99,3.54,0.59,10.10,6.00
6.00,0.10,0.24,1.10,0.04,15.00,65.00,0.99,3.61,0.61,10.30,7.00
6.60,0.24,0.35,7.70,0.03,36.00,135.00,0.99,3.19,0.37,10.50,5.00
6.80,0.25,0.34,4.70,0.03,34.00,134.00,0.99,3.21,0.38,10.60,6.00
6.80,0.28,0.44,9.30,0.03,35.00,137.00,0.99,3.16,0.36,10.40,6.00
8.30,0.41,0.51,2.00,0.05,11.00,207.00,0.99,3.02,0.55,11.40,5.00
7.50,0.27,0.31,5.80,0.06,131.00,313.00,0.99,3.18,0.59,10.50,5.00
7.90,0.26,0.41,15.15,0.04,38.00,216.00,1.00,2.96,0.60,10.00,6.00
6.40,0.34,0.23,6.30,0.04,37.00,143.00,0.99,3.19,0.65,10.00,6.00
6.50,0.28,0.35,15.40,0.04,55.00,195.00,1.00,3.23,0.50,9.60,6.00
7.20,0.21,0.41,1.30,0.04,33.00,85.00,0.99,3.17,0.51,10.40,5.00
6.40,0.32,0.35,4.80,0.03,34.00,101.00,0.99,3.36,0.60,12.50,8.00
6.80,0.24,0.34,4.60,0.03,37.00,135.00,0.99,3.20,0.39,10.60,5.00
6.30,0.23,0.30,1.80,0.03,16.00,91.00,0.99,3.28,0.40,11.80,6.00
6.50,0.28,0.34,9.90,0.04,30.00,133.00,1.00,3.11,0.44,9.80,5.00
5.60,0.26,0.26,5.70,0.03,12.00,80.00,0.99,3.25,0.38,10.80,5.00
6.30,0.23,0.30,1.80,0.03,16.00,91.00,0.99,3.28,0.40,11.80,6.00
6.30,0.23,0.33,1.50,0.04,15.00,105.00,0.99,3.32,0.42,11.20,6.00
5.80,0.27,0.27,12.30,0.05,55.00,170.00,1.00,3.28,0.42,9.30,6.00
5.90,0.26,0.40,1.30,0.05,12.00,139.00,0.99,3.45,0.53,10.40,5.00
6.60,0.18,0.35,1.50,0.05,49.00,141.00,0.99,3.43,0.85,10.20,7.00
7.40,0.20,0.43,7.80,0.05,27.00,153.00,1.00,3.19,0.55,9.00,7.00
8.00,0.24,0.36,1.50,0.05,17.00,129.00,0.99,3.20,0.54,10.00,6.00
6.40,0.26,0.42,9.70,0.04,30.00,140.00,1.00,3.18,0.47,9.10,6.00
5.40,0.31,0.47,3.00,0.05,46.00,144.00,0.99,3.29,0.76,10.00,5.00
5.40,0.29,0.47,3.00,0.05,47.00,145.00,0.99,3.29,0.75,10.00,6.00
7.10,0.15,0.33,4.60,0.05,33.00,131.00,0.99,3.28,0.40,9.60,6.00
5.60,0.34,0.10,1.30,0.03,20.00,68.00,0.99,3.36,0.51,11.20,7.00
6.70,0.19,0.41,15.60,0.06,75.00,155.00,1.00,3.20,0.44,8.80,6.00
7.80,0.18,0.46,13.60,0.05,38.00,118.00,1.00,3.15,0.50,10.00,6.00
7.60,0.17,0.45,11.20,0.05,56.00,137.00,1.00,3.15,0.47,10.00,5.00
6.30,0.12,0.36,2.10,0.04,47.00,146.00,0.99,3.27,0.74,11.40,7.00
7.30,0.33,0.40,6.85,0.04,32.00,138.00,0.99,3.03,0.30,11.90,7.00
5.50,0.34,0.30,2.50,0.07,27.00,128.00,0.99,3.14,0.51,9.60,6.00
7.30,0.33,0.40,6.85,0.04,32.00,138.00,0.99,3.03,0.30,11.90,7.00
5.80,0.40,0.42,4.40,0.05,38.50,245.00,0.99,3.25,0.57,9.60,6.00
7.30,0.22,0.37,14.30,0.06,48.00,191.00,1.00,2.89,0.38,9.00,6.00
7.30,0.22,0.37,14.30,0.06,48.00,191.00,1.00,2.89,0.38,9.00,6.00
6.10,0.36,0.33,1.10,0.05,24.00,169.00,0.99,3.15,0.78,9.50,6.00
10.00,0.20,0.39,1.40,0.05,19.00,152.00,0.99,3.00,0.42,10.40,6.00
6.90,0.24,0.34,4.70,0.04,43.00,161.00,0.99,3.20,0.59,10.60,6.00
6.40,0.24,0.32,14.90,0.05,54.00,162.00,1.00,3.28,0.50,10.20,6.00
7.10,0.37,0.14,1.20,0.06,24.00,84.00,0.99,3.15,0.43,8.90,5.00
6.80,0.15,0.30,5.30,0.05,40.00,127.00,0.99,3.40,0.39,9.70,6.00
7.30,0.22,0.37,14.30,0.06,48.00,191.00,1.00,2.89,0.38,9.00,6.00
6.80,0.16,0.40,2.30,0.04,18.00,102.00,0.99,3.49,0.42,11.40,7.00
6.00,0.26,0.32,3.50,0.03,29.00,113.00,0.99,3.40,0.71,12.30,7.00
6.00,0.18,0.27,1.50,0.09,40.00,143.00,0.99,3.49,0.62,10.80,6.00
6.90,0.33,0.21,1.00,0.05,39.00,148.00,0.99,3.12,0.45,9.40,6.00
7.70,0.29,0.48,2.30,0.05,36.00,178.00,0.99,3.17,0.64,10.60,6.00
7.10,0.39,0.35,12.50,0.04,26.00,72.00,0.99,3.17,0.29,11.60,5.00
6.90,0.33,0.21,1.00,0.05,39.00,148.00,0.99,3.12,0.45,9.40,6.00
7.70,0.29,0.48,2.30,0.05,36.00,178.00,0.99,3.17,0.64,10.60,6.00
6.60,0.91,0.19,0.80,0.05,17.00,204.00,0.99,3.34,0.56,10.00,5.00
7.20,0.27,0.27,2.40,0.05,30.00,149.00,0.99,3.10,0.51,9.20,6.00
5.10,0.33,0.22,1.60,0.03,18.00,89.00,0.99,3.51,0.38,12.50,7.00
5.10,0.33,0.22,1.60,0.03,18.00,89.00,0.99,3.51,0.38,12.50,7.00
6.40,0.31,0.28,1.50,0.04,12.00,119.00,0.99,3.32,0.51,10.40,7.00
7.30,0.20,0.44,1.40,0.05,21.00,98.00,0.99,3.15,0.46,10.00,7.00
5.70,0.32,0.50,2.60,0.05,17.00,155.00,0.99,3.22,0.64,10.00,6.00
6.40,0.31,0.28,1.50,0.04,12.00,119.00,0.99,3.32,0.51,10.40,7.00
7.30,0.20,0.44,1.40,0.05,21.00,98.00,0.99,3.15,0.46,10.00,7.00
7.20,0.28,0.26,12.50,0.05,48.00,179.00,1.00,3.10,0.52,9.00,6.00
7.50,0.35,0.28,9.60,0.05,26.00,157.00,1.00,3.12,0.53,9.20,6.00
7.20,0.27,0.27,2.40,0.05,30.00,149.00,0.99,3.10,0.51,9.20,6.00
6.00,0.36,0.39,3.20,0.03,20.00,125.00,0.99,3.38,0.39,11.30,7.00
5.10,0.33,0.22,1.60,0.03,18.00,89.00,0.99,3.51,0.38,12.50,7.00
5.00,0.17,0.56,1.50,0.03,24.00,115.00,0.99,3.48,0.39,10.80,7.00
6.30,0.39,0.35,5.90,0.04,82.50,260.00,0.99,3.12,0.66,10.10,5.00
6.70,0.21,0.32,5.40,0.05,29.00,140.00,1.00,3.39,0.46,9.70,6.00
7.00,0.30,0.38,14.90,0.03,60.00,181.00,1.00,3.18,0.61,9.30,7.00
7.00,0.30,0.38,14.90,0.03,60.00,181.00,1.00,3.18,0.61,9.30,7.00
6.50,0.36,0.32,1.10,0.03,13.00,66.00,0.99,3.10,0.46,10.60,5.00
6.10,0.55,0.15,9.80,0.03,19.00,125.00,1.00,3.36,0.47,10.20,6.00
7.30,0.24,0.43,2.00,0.02,20.00,69.00,0.99,3.08,0.56,12.20,6.00
6.80,0.37,0.51,11.80,0.04,62.00,163.00,1.00,3.19,0.44,8.80,5.00
6.80,0.27,0.12,1.30,0.04,87.00,168.00,0.99,3.18,0.41,10.00,5.00
8.20,0.28,0.42,1.80,0.03,30.00,93.00,0.99,3.09,0.39,11.40,5.00
6.30,0.20,0.40,1.50,0.04,35.00,107.00,0.99,3.46,0.50,11.40,6.00
5.90,0.26,0.27,18.20,0.05,52.00,168.00,1.00,3.35,0.44,9.40,5.00
6.40,0.19,0.42,2.90,0.03,32.00,83.00,0.99,3.30,0.41,11.70,6.00
6.30,0.20,0.40,1.50,0.04,35.00,107.00,0.99,3.46,0.50,11.40,6.00
6.80,0.37,0.51,11.80,0.04,62.00,163.00,1.00,3.19,0.44,8.80,5.00
6.10,0.35,0.07,1.40,0.07,22.00,108.00,0.99,3.23,0.52,9.20,5.00
7.10,0.27,0.31,18.20,0.05,55.00,252.00,1.00,3.07,0.56,8.70,5.00
6.80,0.22,0.31,6.30,0.04,33.00,170.00,0.99,3.24,0.66,12.60,6.00
6.80,0.27,0.12,1.30,0.04,87.00,168.00,0.99,3.18,0.41,10.00,5.00
5.80,0.28,0.34,4.00,0.03,40.00,99.00,0.99,3.39,0.39,12.80,7.00
6.90,0.49,0.24,1.20,0.05,13.00,125.00,0.99,3.17,0.51,9.40,5.00
6.30,0.14,0.39,1.20,0.04,26.00,116.00,0.99,3.26,0.53,10.30,6.00
8.20,0.28,0.42,1.80,0.03,30.00,93.00,0.99,3.09,0.39,11.40,5.00
7.20,0.25,0.39,18.95,0.04,42.00,155.00,1.00,2.97,0.47,9.00,6.00
7.30,0.28,0.36,12.70,0.04,38.00,140.00,1.00,3.30,0.79,9.60,6.00
7.20,0.19,0.39,1.20,0.04,32.00,85.00,0.99,3.16,0.50,10.50,5.00
7.20,0.19,0.39,1.20,0.04,32.00,85.00,0.99,3.16,0.50,10.50,5.00
7.20,0.25,0.39,18.95,0.04,42.00,155.00,1.00,2.97,0.47,9.00,6.00
7.30,0.28,0.36,12.70,0.04,38.00,140.00,1.00,3.30,0.79,9.60,6.00
7.40,0.21,0.27,1.20,0.04,27.00,99.00,0.99,3.19,0.33,9.80,6.00
6.80,0.26,0.22,7.70,0.05,57.00,210.00,1.00,3.10,0.47,9.00,5.00
7.40,0.21,0.27,1.20,0.04,27.00,99.00,0.99,3.19,0.33,9.80,6.00
7.40,0.31,0.28,1.60,0.05,33.00,137.00,0.99,3.31,0.56,10.50,6.00
7.00,0.22,0.31,2.70,0.03,41.00,136.00,0.99,3.16,0.37,12.70,7.00
7.00,0.21,0.28,8.70,0.05,37.00,222.00,1.00,3.25,0.54,10.40,6.00
7.00,0.21,0.28,8.60,0.05,37.00,221.00,1.00,3.25,0.54,10.40,6.00
7.00,0.21,0.28,8.60,0.05,37.00,221.00,1.00,3.25,0.54,10.40,6.00
6.90,0.23,0.38,8.30,0.05,47.00,162.00,1.00,3.34,0.52,10.50,7.00
7.00,0.21,0.28,8.70,0.05,37.00,222.00,1.00,3.25,0.54,10.40,6.00
7.00,0.21,0.28,8.60,0.05,37.00,221.00,1.00,3.25,0.54,10.40,6.00
6.80,0.29,0.50,13.30,0.05,48.00,194.00,1.00,3.09,0.45,9.40,5.00
7.80,0.21,0.27,1.20,0.05,20.00,89.00,0.99,3.06,0.46,9.10,5.00
7.10,0.31,0.47,13.60,0.06,54.00,197.00,1.00,3.10,0.49,9.30,5.00
6.80,0.29,0.50,13.30,0.05,48.00,194.00,1.00,3.09,0.45,9.40,5.00
6.40,0.34,0.10,1.10,0.05,19.00,84.00,0.99,3.21,0.38,9.80,5.00
7.40,0.16,0.34,2.30,0.05,73.50,214.00,0.99,3.18,0.61,9.90,7.00
7.20,0.55,0.09,1.50,0.11,16.00,151.00,0.99,3.07,0.57,9.20,4.00
7.00,0.23,0.36,7.10,0.03,31.00,104.00,0.99,3.35,0.47,12.10,8.00
6.90,0.20,0.37,6.20,0.03,24.00,97.00,0.99,3.38,0.49,12.20,7.00
6.10,0.28,0.32,2.50,0.04,23.00,218.50,0.99,3.27,0.60,9.80,5.00
6.60,0.16,0.32,1.40,0.04,49.00,186.00,0.99,3.35,0.64,12.40,8.00
7.40,0.16,0.34,2.30,0.05,73.50,214.00,0.99,3.18,0.61,9.90,7.00
6.20,0.35,0.04,1.20,0.06,23.00,108.00,0.99,3.26,0.54,9.20,5.00
6.70,0.22,0.37,1.60,0.03,24.00,102.00,0.99,3.29,0.59,11.60,7.00
6.10,0.38,0.20,6.60,0.03,25.00,137.00,0.99,3.30,0.69,10.40,6.00
6.00,0.25,0.28,2.20,0.03,54.00,126.00,0.99,3.43,0.65,12.90,8.00
6.60,0.52,0.44,12.20,0.05,54.00,245.00,1.00,3.26,0.54,9.30,6.00
6.90,0.24,0.36,20.80,0.03,40.00,139.00,1.00,3.20,0.33,11.00,6.00
7.10,0.32,0.32,11.00,0.04,16.00,66.00,0.99,3.24,0.40,11.50,3.00
5.80,0.28,0.27,2.60,0.05,30.00,156.00,0.99,3.53,0.42,12.40,5.00
6.50,0.41,0.24,14.00,0.05,24.00,113.00,1.00,3.44,0.53,9.80,6.00
6.50,0.41,0.24,14.00,0.05,24.00,113.00,1.00,3.44,0.53,9.80,6.00
6.40,0.28,0.29,1.60,0.05,34.00,127.00,0.99,3.48,0.56,10.50,7.00
7.20,0.60,0.20,9.90,0.07,21.00,174.00,1.00,3.03,0.54,9.10,5.00
6.10,0.20,0.25,1.20,0.04,34.00,128.00,0.99,3.24,0.44,10.10,5.00
5.90,0.46,0.14,2.70,0.04,27.00,160.00,0.99,3.46,0.51,10.60,7.00
6.00,0.27,0.27,1.60,0.05,32.00,113.00,0.99,3.41,0.51,10.50,7.00
6.40,0.28,0.29,1.60,0.05,34.00,127.00,0.99,3.48,0.56,10.50,7.00
6.40,0.41,0.24,14.00,0.05,24.00,113.00,1.00,3.44,0.53,9.80,6.00
6.30,0.23,0.31,1.50,0.02,11.00,82.00,0.99,3.30,0.40,12.90,7.00
7.10,0.21,0.27,8.60,0.06,26.00,111.00,1.00,2.95,0.52,9.50,5.00
6.00,0.37,0.32,1.00,0.05,31.00,218.50,0.99,3.29,0.72,9.80,6.00
6.10,0.43,0.35,9.10,0.06,83.00,249.00,1.00,3.37,0.50,8.50,5.00
7.10,0.21,0.27,8.60,0.06,26.00,111.00,1.00,2.95,0.52,9.50,5.00
7.00,0.25,0.29,15.20,0.05,40.00,171.00,1.00,3.22,0.45,9.30,5.00
5.90,0.25,0.19,12.40,0.05,50.00,162.00,1.00,3.35,0.38,9.50,5.00
6.80,0.32,0.21,2.20,0.04,15.00,68.00,0.99,3.17,0.39,9.40,6.00
7.20,0.39,0.62,11.00,0.05,66.00,178.00,1.00,3.16,0.50,8.70,5.00
6.30,0.21,0.58,10.00,0.08,34.00,126.00,1.00,2.95,0.46,8.90,5.00
7.00,0.14,0.32,9.00,0.04,54.00,141.00,1.00,3.22,0.43,9.40,6.00
6.80,0.32,0.21,2.20,0.04,15.00,68.00,0.99,3.17,0.39,9.40,6.00
7.20,0.39,0.62,11.00,0.05,66.00,178.00,1.00,3.16,0.50,8.70,5.00
7.20,0.29,0.53,18.15,0.05,59.00,182.00,1.00,3.09,0.52,9.60,5.00
8.60,0.37,0.70,12.15,0.04,21.00,158.00,1.00,3.00,0.73,9.30,6.00
6.50,0.38,0.34,3.40,0.04,34.00,200.00,0.99,3.14,0.76,10.00,5.00
6.60,0.24,0.29,2.00,0.02,19.00,86.00,0.99,3.25,0.45,12.50,6.00
7.00,0.17,0.31,4.80,0.03,34.00,132.00,0.99,3.36,0.48,9.60,7.00
5.50,0.16,0.22,4.50,0.03,30.00,102.00,0.99,3.24,0.36,9.40,6.00
7.00,0.24,0.51,11.00,0.03,55.00,227.00,1.00,3.03,0.61,9.50,5.00
7.40,0.28,0.36,1.10,0.03,42.00,105.00,0.99,2.99,0.39,12.40,7.00
7.00,0.22,0.28,1.50,0.04,29.00,115.00,0.99,3.11,0.55,10.50,6.00
7.10,0.55,0.13,1.70,0.07,21.00,165.00,0.99,2.97,0.58,9.20,6.00
6.30,0.22,0.33,1.70,0.04,67.00,164.00,0.99,3.32,0.56,10.40,6.00
6.70,0.47,0.34,8.90,0.04,31.00,172.00,1.00,3.22,0.60,9.20,5.00
5.90,0.36,0.41,1.30,0.05,45.00,104.00,0.99,3.33,0.51,10.60,6.00
5.80,0.25,0.24,13.30,0.04,41.00,137.00,1.00,3.34,0.42,9.50,5.00
6.70,0.47,0.34,8.90,0.04,31.00,172.00,1.00,3.22,0.60,9.20,5.00
6.20,0.37,0.30,6.60,0.35,79.00,200.00,1.00,3.29,0.58,9.60,5.00
6.20,0.18,0.38,1.50,0.03,36.00,117.00,0.99,3.47,0.54,9.70,6.00
6.00,0.16,0.37,1.50,0.03,43.00,117.00,0.99,3.46,0.51,9.70,6.00
6.60,0.34,0.28,1.30,0.04,32.00,90.00,0.99,3.10,0.42,10.70,6.00
7.40,0.29,0.29,1.60,0.05,53.00,180.00,0.99,3.34,0.68,10.50,6.00
7.40,0.26,0.31,7.60,0.05,52.00,177.00,1.00,3.13,0.45,8.90,6.00
7.00,0.28,0.36,1.00,0.04,8.00,70.00,0.99,3.09,0.46,12.10,6.00
7.10,0.23,0.39,1.60,0.03,12.00,65.00,0.99,3.25,0.40,12.70,7.00
7.80,0.19,0.26,8.90,0.04,42.00,182.00,1.00,3.18,0.46,9.90,6.00
6.30,0.19,0.28,1.80,0.02,28.00,158.00,0.99,3.20,0.64,11.40,6.00
6.80,0.20,0.38,4.70,0.04,27.00,103.00,0.99,3.37,0.58,10.70,6.00
5.70,0.44,0.13,7.00,0.03,28.00,173.00,0.99,3.33,0.48,12.50,6.00
7.20,0.40,0.62,10.80,0.04,70.00,189.00,1.00,3.08,0.49,8.60,4.00
6.80,0.23,0.32,1.60,0.03,43.00,147.00,0.99,3.29,0.54,12.50,6.00
5.70,0.34,0.34,1.00,0.04,13.00,174.00,0.99,3.27,0.66,10.00,5.00
7.20,0.40,0.62,10.80,0.04,70.00,189.00,1.00,3.08,0.49,8.60,4.00
7.20,0.28,0.54,16.70,0.05,54.00,200.00,1.00,3.08,0.49,9.50,6.00
6.80,0.19,0.58,14.20,0.04,51.00,164.00,1.00,3.12,0.48,9.60,6.00
6.40,0.30,0.30,2.25,0.04,8.00,210.00,0.99,3.20,0.62,9.90,6.00
6.50,0.30,0.29,2.25,0.04,8.00,210.00,0.99,3.19,0.62,9.90,5.00
7.80,0.18,0.31,12.20,0.05,46.00,140.00,1.00,3.06,0.53,8.90,6.00
7.80,0.18,0.31,12.20,0.05,46.00,140.00,1.00,3.06,0.53,8.90,6.00
7.30,0.51,0.26,3.30,0.09,7.00,135.00,0.99,3.01,0.52,8.80,5.00
6.00,0.24,0.27,1.90,0.05,40.00,170.00,0.99,3.64,0.54,10.00,7.00
5.90,0.62,0.28,3.50,0.04,55.00,152.00,0.99,3.44,0.44,12.00,6.00
6.00,0.24,0.27,1.90,0.05,40.00,170.00,0.99,3.64,0.54,10.00,7.00
6.70,0.27,0.12,1.30,0.04,62.00,138.00,0.99,3.21,0.42,10.00,6.00
7.80,0.34,0.35,1.80,0.04,8.00,167.00,0.99,3.11,0.41,12.10,6.00
7.30,0.26,0.36,5.20,0.04,31.00,141.00,0.99,3.16,0.59,11.00,6.00
7.40,0.36,0.33,1.40,0.03,27.00,55.00,0.99,3.21,0.33,11.20,6.00
7.80,0.28,0.32,9.00,0.04,34.00,115.00,1.00,3.17,0.39,10.30,7.00
6.10,0.31,0.26,2.20,0.05,28.00,167.00,0.99,3.37,0.47,10.40,6.00
6.80,0.18,0.37,1.60,0.06,47.00,154.00,0.99,3.08,0.45,9.10,5.00
7.40,0.15,0.42,1.70,0.05,49.00,154.00,0.99,3.00,0.60,10.40,6.00
5.90,0.13,0.28,1.90,0.05,20.00,78.00,0.99,3.43,0.64,10.80,6.00
7.20,0.34,0.34,12.60,0.05,7.00,41.00,0.99,3.19,0.40,11.70,5.00
7.90,0.19,0.26,2.10,0.04,8.00,143.00,0.99,3.05,0.74,9.80,5.00
7.90,0.19,0.26,2.10,0.04,8.00,143.00,0.99,3.05,0.74,9.80,5.00
6.90,0.25,0.40,1.30,0.04,22.00,101.00,0.99,3.03,0.39,11.40,6.00
5.80,0.36,0.32,1.70,0.03,22.00,96.00,0.99,3.03,0.38,11.20,6.00
5.60,0.35,0.37,1.00,0.04,6.00,72.00,0.99,3.37,0.34,11.40,5.00
5.90,0.32,0.39,3.30,0.11,24.00,140.00,0.99,3.09,0.45,9.20,6.00
7.20,0.31,0.46,5.00,0.04,3.00,29.00,0.99,3.04,0.53,12.50,4.00
6.10,0.28,0.22,1.80,0.03,32.00,116.00,0.99,3.36,0.44,12.60,6.00
5.20,0.36,0.02,1.60,0.03,24.00,104.00,0.99,3.44,0.35,12.20,6.00
5.60,0.19,0.47,4.50,0.03,19.00,112.00,0.99,3.56,0.45,11.20,6.00
6.40,0.10,0.35,4.90,0.05,31.00,103.00,0.99,3.43,0.79,9.70,6.00
6.40,0.18,0.48,4.00,0.19,64.00,150.00,0.99,3.06,0.40,9.30,5.00
7.40,0.25,0.36,13.20,0.07,53.00,178.00,1.00,3.01,0.48,9.00,6.00
7.40,0.25,0.36,13.20,0.07,53.00,178.00,1.00,3.01,0.48,9.00,6.00
7.40,0.25,0.36,13.20,0.07,53.00,178.00,1.00,3.01,0.48,9.00,6.00
7.90,0.35,0.51,15.30,0.05,54.00,171.00,1.00,3.09,0.51,9.10,5.00
7.90,0.35,0.51,15.30,0.05,54.00,171.00,1.00,3.09,0.51,9.10,5.00
7.40,0.25,0.36,13.20,0.07,53.00,178.00,1.00,3.01,0.48,9.00,6.00
6.10,0.24,0.30,1.50,0.05,22.00,61.00,0.99,3.31,0.54,10.40,5.00
6.80,0.25,0.24,4.55,0.05,41.00,211.00,1.00,3.37,0.67,9.50,6.00
6.70,0.31,0.31,9.90,0.04,10.00,175.00,1.00,3.46,0.55,11.40,4.00
7.20,0.46,0.65,10.40,0.05,76.00,192.00,1.00,3.16,0.42,8.70,5.00
5.50,0.35,0.35,1.10,0.05,14.00,167.00,0.99,3.34,0.68,9.90,6.00
6.70,0.24,0.41,8.70,0.04,29.00,148.00,1.00,3.22,0.62,9.90,6.00
6.80,0.28,0.17,13.90,0.05,49.00,162.00,1.00,3.21,0.51,9.00,6.00
6.40,0.16,0.22,1.40,0.04,41.00,149.00,0.99,3.49,0.58,10.00,6.00
6.30,0.26,0.24,7.20,0.04,38.00,172.00,1.00,3.49,0.64,9.70,6.00
7.70,0.22,0.42,1.90,0.05,10.00,87.00,0.99,3.30,0.49,11.80,6.00
6.50,0.18,0.31,1.70,0.04,30.00,127.00,0.99,3.49,0.50,10.20,7.00
7.20,0.46,0.65,10.40,0.05,76.00,192.00,1.00,3.16,0.42,8.70,5.00
7.00,0.30,0.51,13.60,0.05,40.00,168.00,1.00,3.07,0.52,9.60,7.00
9.20,0.25,0.34,1.20,0.03,31.00,93.00,0.99,2.93,0.37,11.30,7.00
7.80,0.28,0.34,1.60,0.03,32.00,118.00,0.99,3.00,0.38,12.10,7.00
7.00,0.30,0.51,13.60,0.05,40.00,168.00,1.00,3.07,0.52,9.60,7.00
7.80,0.28,0.34,1.60,0.03,32.00,118.00,0.99,3.00,0.38,12.10,7.00
9.20,0.25,0.34,1.20,0.03,31.00,93.00,0.99,2.93,0.37,11.30,7.00
8.40,0.35,0.71,12.20,0.05,22.00,160.00,1.00,2.98,0.65,9.40,5.00
6.10,0.41,0.24,1.60,0.05,16.00,137.00,0.99,3.32,0.50,10.40,6.00
5.90,0.21,0.24,12.10,0.04,53.00,165.00,1.00,3.25,0.39,9.50,5.00
7.20,0.34,0.44,4.20,0.05,51.00,144.00,0.99,3.01,0.76,12.30,6.00
6.70,0.21,0.42,9.10,0.05,31.00,150.00,1.00,3.12,0.74,9.90,7.00
5.90,0.37,0.10,1.60,0.06,39.00,128.00,0.99,3.24,0.48,10.10,5.00
7.70,0.34,0.27,8.80,0.06,39.00,184.00,1.00,3.09,0.63,9.20,6.00
7.40,0.30,0.22,1.40,0.05,16.00,135.00,0.99,3.08,0.77,10.40,7.00
6.80,0.51,0.30,4.20,0.07,38.00,165.00,0.99,3.20,0.42,9.10,5.00
7.80,0.22,0.38,10.30,0.06,28.00,99.00,1.00,3.12,0.47,10.00,6.00
7.20,0.35,0.34,12.40,0.05,6.00,37.00,0.99,3.13,0.39,11.50,6.00
6.00,0.26,0.50,2.20,0.05,59.00,153.00,0.99,3.08,0.61,9.80,5.00
6.10,0.26,0.51,2.20,0.05,61.00,154.00,0.99,3.08,0.60,9.80,6.00
6.50,0.28,0.27,5.20,0.04,44.00,179.00,0.99,3.19,0.69,9.40,6.00
7.40,0.41,0.66,10.80,0.05,77.00,194.00,1.00,3.05,0.46,8.70,5.00
6.50,0.28,0.29,2.70,0.04,26.00,107.00,0.99,3.32,0.41,11.60,7.00
6.70,0.34,0.54,16.30,0.05,44.00,181.00,1.00,3.04,0.56,8.80,5.00
7.20,0.20,0.34,2.70,0.03,49.00,151.00,0.99,3.16,0.39,12.70,7.00
7.40,0.20,0.33,1.90,0.04,39.00,138.00,0.99,3.17,0.44,11.70,7.00
8.20,0.22,0.30,1.80,0.05,47.00,185.00,0.99,3.13,0.50,10.20,6.00
8.20,0.23,0.29,1.80,0.05,47.00,187.00,0.99,3.13,0.50,10.20,6.00
7.10,0.22,0.33,2.80,0.03,48.00,153.00,0.99,3.15,0.38,12.70,7.00
